ticket_id,customer_id,department,issue_type,priority,agent,channel,created_at,sla_due_at,closed_at,status,resolution_hours,previous_contacts,customer_message,customer_rating
TKT-00458,CUST-1608,Billing,Bug Report,Low,Noah,Web Form,2025-07-11,2025-07-14 00:00:00,2025-07-15 07:00:00,Closed,103.0,2,Please help me understand what happened.,4
TKT-00459,CUST-1390,Billing,Bug Report,Critical,Ethan,Phone,2025-10-19,2025-10-19 08:00:00,2025-10-21 14:00:00,Closed,62.0,2,I want to cancel if this is not resolved today.,3
TKT-00460,CUST-1502,Billing,Payment Failure,Medium,Liam,Web Form,2025-02-15,2025-02-17 00:00:00,2025-02-17 02:00:00,Closed,50.0,2,I need help with my account.,4
TKT-00461,CUST-1092,Account Management,Subscription Cancellation,High,Mia,Phone,2025-12-07,2025-12-08 00:00:00,2025-12-08 12:00:00,Closed,36.0,3,I would like an update on my ticket.,4
TKT-00462,CUST-1297,Account Management,Bug Report,Medium,Sarah,Web Form,2025-02-17,2025-02-19 00:00:00,2025-02-21 06:00:00,Closed,102.0,1,The issue was handled well.,4
TKT-00463,CUST-1525,Account Management,Payment Failure,Low,Ethan,Phone,2025-03-18,2025-03-21 00:00:00,2025-03-19 04:00:00,Closed,28.0,0,Thanks for helping me with this issue.,4
TKT-00464,CUST-1046,Billing,Payment Failure,Medium,Ethan,Phone,2025-07-01,2025-07-03 00:00:00,2025-07-01 22:00:00,Closed,22.0,1,The support team has been helpful so far.,5
TKT-00465,CUST-1764,Billing,Payment Failure,High,Priya,Phone,2025-10-28,2025-10-29 00:00:00,2025-10-30 09:00:00,Escalated,57.0,3,Can you check the status of my request?,3
TKT-00466,CUST-1310,Product Support,Subscription Cancellation,High,Noah,Web Form,2025-10-01,2025-10-02 00:00:00,2025-10-02 05:00:00,Closed,29.0,1,Please help me understand what happened.,4
TKT-00467,CUST-1492,Product Support,Bug Report,Medium,Sarah,Phone,2025-02-14,2025-02-16 00:00:00,,Open,,1,I need help with my account.,3
TKT-00468,CUST-1020,Technical Support,Account Verification,Medium,Liam,Email,2025-06-04,2025-06-06 00:00:00,2025-06-05 17:00:00,Closed,41.0,0,This issue is affecting my work and I am unhappy.,2
TKT-00469,CUST-1037,Account Management,Account Verification,Low,Sarah,Email,2025-06-20,2025-06-23 00:00:00,,Open,,2,I would like an update on my ticket.,4
TKT-00470,CUST-1506,Account Management,Payment Failure,Medium,Ethan,Chat,2025-02-01,2025-02-03 00:00:00,2025-02-01 10:00:00,Closed,10.0,0,Please help me understand what happened.,3
TKT-00471,CUST-1873,Product Support,Bug Report,Medium,Sarah,Email,2025-03-24,2025-03-26 00:00:00,2025-03-26 06:00:00,Closed,54.0,0,I am tired of waiting for a response.,3
TKT-00472,CUST-1177,Account Management,Late Delivery,High,Sarah,Web Form,2025-12-11,2025-12-12 00:00:00,2025-12-13 07:00:00,Closed,55.0,0,This issue is affecting my work and I am unhappy.,1
TKT-00473,CUST-1826,Technical Support,Late Delivery,Medium,Noah,Web Form,2025-09-10,2025-09-12 00:00:00,2025-09-11 18:00:00,Closed,42.0,0,Can you check the status of my request?,3
TKT-00474,CUST-1723,Billing,Bug Report,Medium,Liam,Email,2025-10-15,2025-10-17 00:00:00,,Open,,2,Can you check the status of my request?,3
TKT-00475,CUST-1745,Billing,Product Question,High,Noah,Email,2025-11-09,2025-11-10 00:00:00,2025-11-12 04:00:00,Closed,76.0,1,I am tired of waiting for a response.,1
TKT-00476,CUST-1854,Shipping,Product Question,High,Ethan,Email,2025-03-20,2025-03-21 00:00:00,2025-03-22 08:00:00,Closed,56.0,0,I have contacted support multiple times and nobody has helped me.,1
TKT-00477,CUST-1423,Account Management,Bug Report,Medium,Mia,Email,2025-05-17,2025-05-19 00:00:00,,Open,,1,This is very frustrating and I need this fixed immediately.,2
TKT-00478,CUST-1062,Account Management,Product Question,Critical,David,Email,2025-08-15,2025-08-15 08:00:00,2025-08-16 11:00:00,Escalated,35.0,0,Can you check the status of my request?,4
TKT-00479,CUST-1008,Account Management,Refund Delay,Medium,Mia,Email,2025-11-20,2025-11-22 00:00:00,2025-11-23 09:00:00,Closed,81.0,1,I am having an issue and need assistance.,4
TKT-00480,CUST-1399,Shipping,Late Delivery,High,Ethan,Chat,2025-10-06,2025-10-07 00:00:00,,Open,,3,Thank you for the update.,5
TKT-00481,CUST-1749,Technical Support,Subscription Cancellation,Low,Priya,Phone,2025-11-22,2025-11-25 00:00:00,2025-11-24 06:00:00,Closed,54.0,2,Please help me understand what happened.,3
TKT-00482,CUST-1915,Billing,Bug Report,Medium,David,Email,2025-01-25,2025-01-27 00:00:00,2025-01-29 05:00:00,Escalated,101.0,2,I want to cancel if this is not resolved today.,3
TKT-00483,CUST-1728,Product Support,Account Verification,Medium,Priya,Chat,2025-07-13,2025-07-15 00:00:00,2025-07-15 15:00:00,Closed,63.0,2,I need help with my account.,3
TKT-00484,CUST-1892,Account Management,Payment Failure,Low,Ava,Web Form,2025-03-08,2025-03-11 00:00:00,2025-03-11 00:00:00,Closed,72.0,1,I would like an update on my ticket.,4
TKT-00485,CUST-1120,Shipping,Product Question,Medium,Ethan,Web Form,2025-08-02,2025-08-04 00:00:00,2025-08-03 02:00:00,Closed,26.0,1,I want to cancel if this is not resolved today.,3
TKT-00486,CUST-1383,Technical Support,Product Question,Medium,Mia,Phone,2025-03-02,2025-03-04 00:00:00,2025-03-05 03:00:00,Closed,75.0,0,I appreciate the quick response.,5
TKT-00487,CUST-1069,Shipping,Subscription Cancellation,Medium,Mia,Chat,2025-10-29,2025-10-31 00:00:00,2025-10-29 14:00:00,Closed,14.0,2,I need help with my account.,4
TKT-00488,CUST-1887,Billing,Payment Failure,Medium,Priya,Web Form,2025-06-22,2025-06-24 00:00:00,2025-06-25 04:00:00,Closed,76.0,1,Please help me understand what happened.,3
TKT-00489,CUST-1724,Shipping,Login Issue,High,Sarah,Web Form,2025-04-30,2025-05-01 00:00:00,2025-05-01 14:00:00,Escalated,38.0,3,I have contacted support multiple times and nobody has helped me.,1
TKT-00490,CUST-1985,Billing,Subscription Cancellation,Medium,Noah,Email,2025-04-09,2025-04-11 00:00:00,,Open,,1,Thank you for the update.,4
TKT-00491,CUST-1880,Billing,Subscription Cancellation,High,Liam,Web Form,2025-02-13,2025-02-14 00:00:00,,Open,,0,Please help me understand what happened.,3
TKT-00492,CUST-1060,Product Support,Bug Report,Medium,Noah,Email,2025-02-20,2025-02-22 00:00:00,2025-02-21 18:00:00,Closed,42.0,0,Please help me understand what happened.,3
TKT-00493,CUST-1207,Product Support,Bug Report,Low,Ava,Phone,2025-07-19,2025-07-22 00:00:00,2025-07-21 12:00:00,Closed,60.0,0,I have contacted support multiple times and nobody has helped me.,1
TKT-00494,CUST-1567,Technical Support,Account Verification,Medium,Sarah,Email,2025-05-18,2025-05-20 00:00:00,2025-05-21 05:00:00,Closed,77.0,1,I have contacted support multiple times and nobody has helped me.,2
TKT-00495,CUST-1550,Product Support,Login Issue,Low,Mia,Phone,2025-10-18,2025-10-21 00:00:00,2025-10-20 16:00:00,Closed,64.0,4,Can you check the status of my request?,3
TKT-00496,CUST-1599,Account Management,Product Question,Low,Ethan,Phone,2025-12-01,2025-12-04 00:00:00,2025-12-02 09:00:00,Closed,33.0,0,I am having an issue and need assistance.,3
TKT-00497,CUST-1516,Product Support,Subscription Cancellation,Low,Noah,Phone,2025-02-15,2025-02-18 00:00:00,,Open,,5,This is very frustrating and I need this fixed immediately.,3
TKT-00498,CUST-1004,Shipping,Bug Report,Medium,Ethan,Phone,2025-05-06,2025-05-08 00:00:00,2025-05-09 06:00:00,Closed,78.0,3,Thanks for helping me with this issue.,5
TKT-00499,CUST-1396,Billing,Late Delivery,Medium,Ethan,Web Form,2025-10-03,2025-10-05 00:00:00,2025-10-04 11:00:00,Closed,35.0,0,I want to cancel if this is not resolved today.,2
TKT-00500,CUST-1827,Technical Support,Refund Delay,Low,David,Chat,2025-08-16,2025-08-19 00:00:00,2025-08-18 09:00:00,Closed,57.0,2,I would like an update on my ticket.,4
TKT-00501,CUST-1565,Technical Support,Account Verification,Critical,David,Email,2025-05-24,2025-05-24 08:00:00,2025-05-27 00:00:00,Closed,72.0,3,Please help me understand what happened.,3
TKT-00502,CUST-1694,Technical Support,Late Delivery,Low,Mia,Email,2025-03-07,2025-03-10 00:00:00,,Open,,0,I have contacted support multiple times and nobody has helped me.,3
TKT-00503,CUST-1905,Product Support,Subscription Cancellation,Medium,Ethan,Email,2025-08-07,2025-08-09 00:00:00,2025-08-09 01:00:00,Closed,49.0,1,I am having an issue and need assistance.,3
TKT-00504,CUST-1939,Technical Support,Refund Delay,Medium,Sarah,Web Form,2025-06-11,2025-06-13 00:00:00,,Open,,5,Please help me understand what happened.,3
TKT-00505,CUST-1110,Technical Support,Account Verification,Low,Priya,Email,2025-11-17,2025-11-20 00:00:00,2025-11-19 13:00:00,Closed,61.0,1,I am having an issue and need assistance.,3
TKT-00506,CUST-1386,Account Management,Account Verification,Critical,Ava,Phone,2025-09-24,2025-09-24 08:00:00,2025-09-26 14:00:00,Closed,62.0,0,Thanks for helping me with this issue.,4
TKT-00507,CUST-1098,Shipping,Login Issue,High,Ava,Web Form,2025-01-29,2025-01-30 00:00:00,2025-01-29 08:00:00,Closed,8.0,1,Please help me understand what happened.,4
TKT-00508,CUST-1336,Product Support,Payment Failure,Low,Ava,Web Form,2025-07-16,2025-07-19 00:00:00,2025-07-18 23:00:00,Closed,71.0,4,This issue is affecting my work and I am unhappy.,3
TKT-00509,CUST-1140,Product Support,Account Verification,Low,Ava,Email,2025-10-31,2025-11-03 00:00:00,2025-11-02 04:00:00,Closed,52.0,1,Can you check the status of my request?,3
TKT-00510,CUST-1058,Billing,Refund Delay,Low,Sarah,Phone,2025-06-09,2025-06-12 00:00:00,2025-06-13 21:00:00,Closed,117.0,0,I need help with my account.,3
TKT-00511,CUST-1630,Technical Support,Refund Delay,Medium,Liam,Chat,2025-11-24,2025-11-26 00:00:00,2025-11-26 16:00:00,Closed,64.0,5,I am having an issue and need assistance.,4
TKT-00512,CUST-1826,Shipping,Payment Failure,Medium,Noah,Web Form,2025-01-22,2025-01-24 00:00:00,2025-01-23 12:00:00,Closed,36.0,1,Please help me understand what happened.,4
TKT-00513,CUST-1998,Account Management,Account Verification,Medium,Ava,Phone,2025-01-06,2025-01-08 00:00:00,2025-01-08 17:00:00,Closed,65.0,0,I am having an issue and need assistance.,3
TKT-00514,CUST-1140,Billing,Account Verification,Low,Mia,Chat,2025-05-15,2025-05-18 00:00:00,2025-05-17 09:00:00,Closed,57.0,3,I have contacted support multiple times and nobody has helped me.,3
TKT-00515,CUST-1899,Account Management,Login Issue,Medium,Liam,Phone,2025-08-22,2025-08-24 00:00:00,2025-08-24 07:00:00,Closed,55.0,4,I want to cancel if this is not resolved today.,2
TKT-00516,CUST-1874,Billing,Login Issue,Low,Mia,Chat,2025-04-09,2025-04-12 00:00:00,2025-04-12 22:00:00,Closed,94.0,5,I need help with my account.,3
TKT-00517,CUST-1809,Product Support,Subscription Cancellation,High,David,Chat,2025-01-28,2025-01-29 00:00:00,2025-01-30 10:00:00,Escalated,58.0,3,I need help with my account.,4
TKT-00518,CUST-1274,Product Support,Login Issue,Low,Sarah,Phone,2025-09-13,2025-09-16 00:00:00,2025-09-16 06:00:00,Closed,78.0,1,Please help me understand what happened.,4
TKT-00519,CUST-1957,Product Support,Payment Failure,Medium,Ava,Chat,2025-04-23,2025-04-25 00:00:00,2025-04-25 17:00:00,Closed,65.0,0,I want to cancel if this is not resolved today.,1
TKT-00520,CUST-1478,Shipping,Subscription Cancellation,Medium,Mia,Email,2025-06-01,2025-06-03 00:00:00,2025-06-04 02:00:00,Closed,74.0,1,Please help me understand what happened.,4
TKT-00521,CUST-1862,Account Management,Payment Failure,Medium,Ethan,Phone,2025-05-20,2025-05-22 00:00:00,2025-05-20 11:00:00,Closed,11.0,1,I need help with my account.,4
TKT-00522,CUST-1195,Product Support,Login Issue,High,Liam,Email,2025-03-02,2025-03-03 00:00:00,2025-03-02 06:00:00,Closed,6.0,0,I am having an issue and need assistance.,4
TKT-00523,CUST-1669,Product Support,Late Delivery,Critical,Priya,Email,2025-06-03,2025-06-03 08:00:00,2025-06-04 03:00:00,Escalated,27.0,2,I have contacted support multiple times and nobody has helped me.,2
TKT-00524,CUST-1439,Product Support,Late Delivery,High,Liam,Chat,2025-04-18,2025-04-19 00:00:00,,Open,,1,I am tired of waiting for a response.,1
TKT-00525,CUST-1702,Account Management,Account Verification,Medium,Ava,Phone,2025-03-13,2025-03-15 00:00:00,,Open,,2,Please help me understand what happened.,4
TKT-00526,CUST-1192,Account Management,Subscription Cancellation,Medium,Ava,Email,2025-03-13,2025-03-15 00:00:00,2025-03-15 02:00:00,Escalated,50.0,0,I would like an update on my ticket.,4
TKT-00527,CUST-1071,Account Management,Login Issue,Medium,Ethan,Phone,2025-02-17,2025-02-19 00:00:00,2025-02-17 21:00:00,Closed,21.0,1,Can you check the status of my request?,3
TKT-00528,CUST-1132,Account Management,Subscription Cancellation,Low,Priya,Email,2025-08-21,2025-08-24 00:00:00,2025-08-21 19:00:00,Closed,19.0,3,Can you check the status of my request?,3
TKT-00529,CUST-1601,Product Support,Payment Failure,Medium,Noah,Web Form,2025-04-16,2025-04-18 00:00:00,,Open,,1,Thank you for the update.,5
TKT-00530,CUST-1754,Technical Support,Product Question,Medium,Ava,Chat,2025-08-17,2025-08-19 00:00:00,2025-08-20 07:00:00,Closed,79.0,1,Please help me understand what happened.,3
TKT-00531,CUST-1932,Billing,Subscription Cancellation,Medium,Ethan,Phone,2025-12-25,2025-12-27 00:00:00,2025-12-28 03:00:00,Closed,75.0,3,This issue is affecting my work and I am unhappy.,2
TKT-00532,CUST-1078,Technical Support,Login Issue,Medium,Ava,Chat,2025-03-22,2025-03-24 00:00:00,2025-03-25 14:00:00,Escalated,86.0,0,I have contacted support multiple times and nobody has helped me.,2
TKT-00533,CUST-1406,Billing,Bug Report,Medium,Mia,Phone,2025-04-17,2025-04-19 00:00:00,2025-04-18 23:00:00,Closed,47.0,2,Please help me understand what happened.,3
TKT-00534,CUST-1861,Billing,Refund Delay,Medium,Mia,Phone,2025-12-10,2025-12-12 00:00:00,2025-12-14 05:00:00,Closed,101.0,2,Please help me understand what happened.,4
TKT-00535,CUST-1366,Technical Support,Late Delivery,High,Noah,Chat,2025-05-31,2025-06-01 00:00:00,2025-06-02 12:00:00,Closed,60.0,2,Can you check the status of my request?,4
TKT-00536,CUST-1951,Technical Support,Account Verification,High,Liam,Web Form,2025-12-23,2025-12-24 00:00:00,2025-12-26 06:00:00,Closed,78.0,1,The issue was handled well.,4
TKT-00537,CUST-1171,Technical Support,Bug Report,High,Liam,Email,2025-01-09,2025-01-10 00:00:00,2025-01-11 00:00:00,Closed,48.0,0,I have contacted support multiple times and nobody has helped me.,3
TKT-00538,CUST-1177,Technical Support,Refund Delay,Medium,Noah,Phone,2025-06-15,2025-06-17 00:00:00,2025-06-18 01:00:00,Escalated,73.0,0,I am having an issue and need assistance.,4
TKT-00539,CUST-1785,Billing,Payment Failure,Medium,Ava,Web Form,2025-04-19,2025-04-21 00:00:00,2025-04-21 12:00:00,Closed,60.0,0,This issue is affecting my work and I am unhappy.,2
TKT-00540,CUST-1650,Product Support,Product Question,Critical,Noah,Chat,2025-05-09,2025-05-09 08:00:00,2025-05-10 02:00:00,Closed,26.0,5,I am having an issue and need assistance.,3
TKT-00541,CUST-1755,Shipping,Product Question,Low,Ava,Web Form,2025-07-15,2025-07-18 00:00:00,2025-07-18 05:00:00,Closed,77.0,1,I am tired of waiting for a response.,1
TKT-00542,CUST-1756,Account Management,Account Verification,Medium,Ava,Chat,2025-07-11,2025-07-13 00:00:00,2025-07-13 17:00:00,Closed,65.0,0,I want to cancel if this is not resolved today.,2
TKT-00543,CUST-1622,Shipping,Late Delivery,Medium,Ava,Web Form,2025-11-28,2025-11-30 00:00:00,2025-11-28 11:00:00,Closed,11.0,0,The support team has been helpful so far.,4
TKT-00544,CUST-1519,Account Management,Bug Report,Low,Ava,Email,2025-09-09,2025-09-12 00:00:00,2025-09-10 10:00:00,Closed,34.0,0,Can you check the status of my request?,3
TKT-00545,CUST-1081,Billing,Payment Failure,High,Priya,Chat,2025-04-12,2025-04-13 00:00:00,2025-04-13 04:00:00,Closed,28.0,0,I am having an issue and need assistance.,4
TKT-00546,CUST-1874,Shipping,Payment Failure,Medium,Ethan,Web Form,2025-08-05,2025-08-07 00:00:00,,Open,,2,The issue was handled well.,5
TKT-00547,CUST-1200,Billing,Subscription Cancellation,Medium,Mia,Chat,2025-05-12,2025-05-14 00:00:00,2025-05-15 08:00:00,Closed,80.0,1,The support team has been helpful so far.,5
TKT-00548,CUST-1394,Technical Support,Account Verification,Low,David,Web Form,2025-07-27,2025-07-30 00:00:00,2025-07-31 08:00:00,Closed,104.0,5,Thanks for helping me with this issue.,4
TKT-00549,CUST-1489,Product Support,Late Delivery,Low,Sarah,Phone,2025-06-28,2025-07-01 00:00:00,2025-07-01 05:00:00,Closed,77.0,1,This is very frustrating and I need this fixed immediately.,1
TKT-00550,CUST-1789,Billing,Bug Report,Medium,Ava,Chat,2025-05-14,2025-05-16 00:00:00,2025-05-17 21:00:00,Closed,93.0,4,I have contacted support multiple times and nobody has helped me.,1
TKT-00551,CUST-1770,Billing,Payment Failure,Medium,Noah,Chat,2025-08-05,2025-08-07 00:00:00,2025-08-08 10:00:00,Escalated,82.0,1,I am having an issue and need assistance.,4
TKT-00552,CUST-1537,Billing,Login Issue,Medium,David,Chat,2025-05-18,2025-05-20 00:00:00,2025-05-20 14:00:00,Escalated,62.0,2,Thanks for helping me with this issue.,5
TKT-00553,CUST-1205,Account Management,Subscription Cancellation,High,Mia,Chat,2025-07-11,2025-07-12 00:00:00,2025-07-11 16:00:00,Closed,16.0,4,Can you check the status of my request?,3
TKT-00554,CUST-1599,Billing,Late Delivery,High,Liam,Phone,2025-07-29,2025-07-30 00:00:00,2025-07-31 17:00:00,Closed,65.0,0,I am having an issue and need assistance.,3
TKT-00555,CUST-1954,Technical Support,Product Question,Medium,Noah,Email,2025-02-01,2025-02-03 00:00:00,2025-02-01 15:00:00,Closed,15.0,2,I would like an update on my ticket.,4
TKT-00556,CUST-1894,Account Management,Product Question,High,Sarah,Phone,2025-07-09,2025-07-10 00:00:00,2025-07-11 08:00:00,Escalated,56.0,1,I need help with my account.,4
TKT-00557,CUST-1633,Shipping,Login Issue,Low,Sarah,Chat,2025-01-14,2025-01-17 00:00:00,2025-01-17 17:00:00,Closed,89.0,1,I am tired of waiting for a response.,2
TKT-00558,CUST-1356,Account Management,Payment Failure,Medium,Ava,Phone,2025-01-09,2025-01-11 00:00:00,2025-01-09 13:00:00,Closed,13.0,0,I would like an update on my ticket.,3
TKT-00559,CUST-1130,Account Management,Product Question,Critical,Noah,Web Form,2025-05-31,2025-05-31 08:00:00,,Open,,3,I want to cancel if this is not resolved today.,1
TKT-00560,CUST-1445,Account Management,Login Issue,Medium,Ethan,Chat,2025-08-17,2025-08-19 00:00:00,2025-08-19 21:00:00,Closed,69.0,0,I have contacted support multiple times and nobody has helped me.,1
TKT-00561,CUST-1814,Billing,Late Delivery,High,David,Web Form,2025-05-24,2025-05-25 00:00:00,2025-05-26 05:00:00,Closed,53.0,4,Please help me understand what happened.,3
TKT-00562,CUST-1348,Shipping,Account Verification,Critical,Noah,Phone,2025-07-13,2025-07-13 08:00:00,2025-07-15 14:00:00,Closed,62.0,0,I need help with my account.,3
TKT-00563,CUST-1789,Product Support,Account Verification,High,Noah,Phone,2025-03-07,2025-03-08 00:00:00,2025-03-09 09:00:00,Closed,57.0,1,This issue is affecting my work and I am unhappy.,2
TKT-00564,CUST-1696,Shipping,Late Delivery,Medium,Liam,Email,2025-07-22,2025-07-24 00:00:00,2025-07-25 04:00:00,Closed,76.0,2,Can you check the status of my request?,4
TKT-00565,CUST-1298,Account Management,Late Delivery,Medium,Mia,Email,2025-11-03,2025-11-05 00:00:00,2025-11-04 23:00:00,Closed,47.0,3,Can you check the status of my request?,4
TKT-00566,CUST-1561,Account Management,Refund Delay,Critical,David,Chat,2025-04-18,2025-04-18 08:00:00,2025-04-20 00:00:00,Closed,48.0,0,This is very frustrating and I need this fixed immediately.,1
TKT-00567,CUST-1134,Account Management,Bug Report,Medium,Ethan,Phone,2025-07-20,2025-07-22 00:00:00,2025-07-21 10:00:00,Closed,34.0,0,This issue is affecting my work and I am unhappy.,1
TKT-00568,CUST-1666,Shipping,Refund Delay,High,Priya,Web Form,2025-12-02,2025-12-03 00:00:00,,Open,,0,This is very frustrating and I need this fixed immediately.,3
TKT-00569,CUST-1444,Billing,Bug Report,High,Noah,Chat,2025-07-12,2025-07-13 00:00:00,2025-07-13 21:00:00,Closed,45.0,0,I am tired of waiting for a response.,3
TKT-00570,CUST-1885,Technical Support,Payment Failure,Low,Noah,Chat,2025-07-23,2025-07-26 00:00:00,,Open,,2,I have contacted support multiple times and nobody has helped me.,2
TKT-00571,CUST-1280,Account Management,Subscription Cancellation,Medium,Ethan,Phone,2025-01-06,2025-01-08 00:00:00,2025-01-06 22:00:00,Closed,22.0,1,I need help with my account.,4
TKT-00572,CUST-1065,Billing,Late Delivery,Medium,Sarah,Phone,2025-10-20,2025-10-22 00:00:00,2025-10-21 17:00:00,Closed,41.0,2,Thank you for the update.,5
TKT-00573,CUST-1089,Product Support,Login Issue,High,Liam,Email,2025-04-03,2025-04-04 00:00:00,,Open,,0,The support team has been helpful so far.,4
TKT-00574,CUST-1047,Product Support,Subscription Cancellation,High,Ava,Email,2025-03-05,2025-03-06 00:00:00,2025-03-06 03:00:00,Closed,27.0,5,Can you check the status of my request?,4
TKT-00575,CUST-1037,Product Support,Subscription Cancellation,Medium,Ethan,Chat,2025-10-23,2025-10-25 00:00:00,2025-10-25 00:00:00,Closed,48.0,1,I need help with my account.,3
TKT-00576,CUST-1390,Technical Support,Late Delivery,Medium,Liam,Chat,2025-11-05,2025-11-07 00:00:00,2025-11-06 23:00:00,Closed,47.0,1,I appreciate the quick response.,5
TKT-00577,CUST-1577,Technical Support,Payment Failure,Medium,Priya,Web Form,2025-12-22,2025-12-24 00:00:00,,Open,,5,Can you check the status of my request?,4
TKT-00578,CUST-1067,Product Support,Late Delivery,Medium,Mia,Phone,2025-08-11,2025-08-13 00:00:00,2025-08-11 11:00:00,Closed,11.0,0,Thank you for the update.,5
TKT-00579,CUST-1179,Shipping,Login Issue,Medium,David,Phone,2025-03-16,2025-03-18 00:00:00,2025-03-17 19:00:00,Closed,43.0,4,I need help with my account.,3
TKT-00580,CUST-1353,Product Support,Subscription Cancellation,Medium,Ethan,Email,2025-09-28,2025-09-30 00:00:00,2025-09-29 20:00:00,Closed,44.0,3,The issue was handled well.,4
TKT-00581,CUST-1694,Product Support,Payment Failure,Medium,Mia,Phone,2025-01-05,2025-01-07 00:00:00,2025-01-06 03:00:00,Closed,27.0,1,I am having an issue and need assistance.,3
TKT-00582,CUST-1650,Product Support,Payment Failure,High,Mia,Web Form,2025-07-01,2025-07-02 00:00:00,2025-07-01 22:00:00,Escalated,22.0,1,This is very frustrating and I need this fixed immediately.,2
TKT-00583,CUST-1827,Billing,Subscription Cancellation,Medium,David,Email,2025-11-21,2025-11-23 00:00:00,2025-11-21 23:00:00,Closed,23.0,0,I want to cancel if this is not resolved today.,2
TKT-00584,CUST-1435,Billing,Payment Failure,Medium,Mia,Web Form,2025-09-12,2025-09-14 00:00:00,2025-09-15 20:00:00,Closed,92.0,0,I have contacted support multiple times and nobody has helped me.,3
TKT-00585,CUST-1388,Product Support,Bug Report,Low,Ava,Web Form,2025-03-28,2025-03-31 00:00:00,,Open,,1,This issue is affecting my work and I am unhappy.,2
TKT-00586,CUST-1951,Technical Support,Bug Report,Critical,David,Chat,2025-10-04,2025-10-04 08:00:00,2025-10-06 13:00:00,Closed,61.0,2,Can you check the status of my request?,4
TKT-00587,CUST-1009,Product Support,Refund Delay,Critical,Ethan,Email,2025-07-02,2025-07-02 08:00:00,2025-07-03 16:00:00,Closed,40.0,0,This issue is affecting my work and I am unhappy.,2
TKT-00588,CUST-1549,Billing,Payment Failure,Medium,Noah,Chat,2025-07-30,2025-08-01 00:00:00,2025-08-02 10:00:00,Closed,82.0,0,Please help me understand what happened.,3
TKT-00589,CUST-1136,Shipping,Login Issue,Critical,Ethan,Chat,2025-03-13,2025-03-13 08:00:00,,Open,,2,I appreciate the quick response.,4
TKT-00590,CUST-1769,Account Management,Payment Failure,High,Ava,Chat,2025-12-08,2025-12-09 00:00:00,2025-12-09 22:00:00,Closed,46.0,1,Can you check the status of my request?,4
TKT-00591,CUST-1999,Account Management,Payment Failure,Low,Noah,Email,2025-03-06,2025-03-09 00:00:00,,Open,,0,I am having an issue and need assistance.,4
TKT-00592,CUST-1253,Product Support,Refund Delay,Medium,Priya,Phone,2025-09-06,2025-09-08 00:00:00,2025-09-09 21:00:00,Closed,93.0,0,I am tired of waiting for a response.,3
TKT-00593,CUST-1018,Account Management,Account Verification,Medium,Noah,Chat,2025-04-07,2025-04-09 00:00:00,2025-04-08 15:00:00,Closed,39.0,0,Can you check the status of my request?,4
TKT-00594,CUST-1112,Product Support,Account Verification,Low,Ava,Web Form,2025-07-28,2025-07-31 00:00:00,2025-07-31 22:00:00,Closed,94.0,1,I need help with my account.,4
TKT-00595,CUST-1930,Shipping,Bug Report,Medium,David,Web Form,2025-05-07,2025-05-09 00:00:00,2025-05-07 22:00:00,Closed,22.0,2,Please help me understand what happened.,4
TKT-00596,CUST-1369,Product Support,Login Issue,Medium,Priya,Web Form,2025-07-06,2025-07-08 00:00:00,2025-07-07 22:00:00,Closed,46.0,1,This is very frustrating and I need this fixed immediately.,2
TKT-00597,CUST-1721,Shipping,Bug Report,Low,Priya,Chat,2025-10-27,2025-10-30 00:00:00,2025-10-30 01:00:00,Closed,73.0,1,The support team has been helpful so far.,4
TKT-00598,CUST-1916,Account Management,Login Issue,Low,David,Phone,2025-08-31,2025-09-03 00:00:00,2025-09-01 13:00:00,Closed,37.0,0,I am having an issue and need assistance.,4
TKT-00599,CUST-1046,Shipping,Product Question,Medium,Noah,Web Form,2025-02-04,2025-02-06 00:00:00,,Open,,0,Can you check the status of my request?,4
TKT-00600,CUST-1278,Product Support,Refund Delay,High,Liam,Web Form,2025-09-11,2025-09-12 00:00:00,,Open,,0,This issue is affecting my work and I am unhappy.,3
TKT-00601,CUST-1175,Technical Support,Late Delivery,Low,Liam,Email,2025-09-20,2025-09-23 00:00:00,2025-09-23 10:00:00,Closed,82.0,0,I want to cancel if this is not resolved today.,1
TKT-00602,CUST-1001,Technical Support,Refund Delay,Medium,Priya,Email,2025-11-24,2025-11-26 00:00:00,2025-11-27 11:00:00,Closed,83.0,0,I want to cancel if this is not resolved today.,1
TKT-00603,CUST-1262,Shipping,Bug Report,Medium,Priya,Chat,2025-07-29,2025-07-31 00:00:00,,Open,,2,I am having an issue and need assistance.,3
TKT-00604,CUST-1456,Billing,Login Issue,High,Sarah,Phone,2025-11-17,2025-11-18 00:00:00,2025-11-18 04:00:00,Closed,28.0,0,Please help me understand what happened.,3
TKT-00605,CUST-1317,Technical Support,Payment Failure,Medium,Ethan,Email,2025-09-11,2025-09-13 00:00:00,2025-09-14 04:00:00,Closed,76.0,4,I am having an issue and need assistance.,3
TKT-00606,CUST-1386,Technical Support,Late Delivery,High,Liam,Email,2025-03-15,2025-03-16 00:00:00,2025-03-16 19:00:00,Escalated,43.0,0,I need help with my account.,3
TKT-00607,CUST-1873,Account Management,Refund Delay,Low,Ava,Email,2025-03-09,2025-03-12 00:00:00,2025-03-11 23:00:00,Closed,71.0,2,Thanks for helping me with this issue.,5
